"AUC","TSS","Kappa","Sens","Spec","PCC","D2","thresh","true_prevalence","n_test","niche_breadth"
0.947036931818182,0.737477272727273,0.599071364614007,0.991477272727273,0.746,0.80991124260355,0.460639863479682,0.260355029585799,0.260355029585799,1352,"narrow"
0.85524644549763,0.563260663507109,0.311912857140982,0.995260663507109,0.568,0.642444260941371,0.102993415235156,0.174236168455822,0.174236168455822,1211,"low_mid"
0.699229074889868,0.243202643171806,0.194782467566834,0.502202643171806,0.741,0.696821515892421,-0.553078378749206,0.185004074979625,0.185004074979625,1227,"high_mid"
0.691328244274809,0.319503816793893,0.250939787640968,0.614503816793893,0.705,0.68621236133122,-0.502454641428717,0.207606973058637,0.207606973058637,1262,"broad"
